대학명,연도,학과,학과_원본명,모집인원,지원인원,합격인원,최종합격_토익환산점수,최종합격_토익원점수,최종합격_학점환산점수,최종합격_학점원점수_100점만점,비고,합격자기준
부경대학교,2025,응용수학과,응용수학과,8,5,3,129.97,643.33,96.07,96.07,,최종
부경대학교,2025,물리학과,물리학과,13,20,10,139.6,691.0,96.73,96.73,,최종
부경대학교,2025,화학과,화학과,10,10,5,142.42,705.0,96.37,96.37,,최종
부경대학교,2025,미생물학과,미생물학과,5,13,4,132.58,656.25,96.16,96.16,,최종
부경대학교,2025,경영학전공,경영학전공,11,87,11,191.09,945.91,97.66,97.66,,최종
부경대학교,2025,회계·재무학전공,회계·재무학전공,4,39,3,186.53,923.33,95.24,95.24,,최종
부경대학교,2025,관광경영학전공,관광경영학전공,3,19,3,182.83,905.0,97.92,97.92,,최종
부경대학교,2025,국제통상학전공,국제통상학전공,3,26,3,190.24,941.67,96.43,96.43,,최종
부경대학교,2025,국제무역물류학전공,국제무역물류학전공,4,29,4,190.15,941.25,96.63,96.63,,최종
부경대학교,2025,국제경영학전공,국제경영학전공,4,27,4,186.62,923.75,97.02,97.02,,최종
부경대학교,2025,전기공학전공,전기공학전공,8,37,8,163.0,806.88,97.03,97.03,,최종
부경대학교,2025,제어계측공학전공,제어계측공학전공,2,9,2,0.0,0.0,0.0,0.0,,최종
부경대학교,2025,디스플레이반도체공학전공,디스플레이반도체공학전공,4,22,4,169.19,837.5,96.55,96.55,,최종
부경대학교,2025,기계공학전공,기계공학전공,13,36,13,162.7,805.38,96.92,96.92,,최종
부경대학교,2025,기계설계공학전공,기계설계공학전공,15,23,15,140.13,693.67,96.47,96.47,,최종
부경대학교,2025,냉동공조공학전공,냉동공조공학전공,8,15,8,137.37,680.0,95.91,95.91,,최종
부경대학교,2025,기계시스템공학전공,기계시스템공학전공,4,19,4,143.18,708.75,95.93,95.93,,최종
부경대학교,2025,조선해양시스템공학전공,조선해양시스템공학전공,6,6,2,139.9,692.5,95.76,95.76,,최종
부경대학교,2025,화학공학과,화학공학과,16,23,15,135.69,671.67,96.7,96.7,,최종
부경대학교,2025,에너지화학소재공학전공,에너지화학소재공학전공,6,3,1,122.22,605.0,97.28,97.28,,최종
부경대학교,2025,고분자공학전공,고분자공학전공,7,6,4,133.08,658.75,94.32,94.32,,최종
부경대학교,2025,나노융합공학전공,나노융합공학전공,6,6,2,140.91,697.5,96.74,96.74,,최종
부경대학교,2025,산업경영공학전공,산업경영공학전공,4,10,4,155.05,767.5,97.86,97.86,,최종
부경대학교,2025,기술·데이터공학전공,기술·데이터공학전공,2,5,2,0.0,0.0,0.0,0.0,,최종
부경대학교,2025,안전공학전공,안전공학전공,4,11,4,142.68,706.25,96.59,96.59,,최종
부경대학교,2025,소방공학과,소방공학과,4,6,1,152.53,755.0,97.99,97.99,,최종
부경대학교,2025,금속공학전공,금속공학전공,5,5,3,139.06,688.33,97.03,97.03,,최종
부경대학교,2025,재료공학전공,재료공학전공,5,8,5,149.29,739.0,97.34,97.34,,최종
부경대학교,2025,신소재시스템공학전공,신소재시스템공학전공,6,7,5,136.36,675.0,97.14,97.14,,최종
부경대학교,2025,건축공학과,건축공학과,4,15,4,154.8,766.25,96.59,96.59,,최종
부경대학교,2025,토목공학전공,토목공학전공,9,41,9,160.94,796.67,96.46,96.46,,최종
부경대학교,2025,생태공학전공,생태공학전공,4,4,4,115.66,572.5,93.9,93.9,,최종
부경대학교,2025,식품공학전공,식품공학전공,3,14,3,167.68,830.0,96.49,96.49,,최종
부경대학교,2025,식품영양학전공,식품영양학전공,3,15,3,162.96,806.67,97.92,97.92,,최종
부경대학교,2025,생물공학과,생물공학과,4,7,4,123.74,612.5,96.47,96.47,,최종
부경대학교,2025,해양생산시스템관리학부,해양생산시스템관리학부,5,9,5,144.04,713.0,95.69,95.69,,최종
부경대학교,2025,양식응용생명과학전공,양식응용생명과학전공,8,7,7,115.44,571.43,95.74,95.74,,최종
부경대학교,2025,자원생물학전공,자원생물학전공,4,32,4,166.16,822.5,94.74,94.74,,최종
부경대학교,2025,수산생명의학과,수산생명의학과,6,11,6,157.58,780.0,95.37,95.37,,최종
부경대학교,2025,해양수산경영학전공,해양수산경영학전공,5,10,4,148.48,735.0,96.03,96.03,,최종
부경대학교,2025,자원환경경제학전공,자원환경경제학전공,3,6,3,138.38,685.0,95.71,95.71,,최종
부경대학교,2025,환경공학전공,환경공학전공,4,12,4,135.1,668.75,94.29,94.29,,최종
부경대학교,2025,해양학전공,해양학전공,2,5,1,0.0,0.0,0.0,0.0,,최종
부경대학교,2025,환경지질과학전공,환경지질과학전공,3,3,3,122.9,608.33,96.78,96.78,,최종
부경대학교,2025,환경대기과학전공,환경대기과학전공,4,14,4,144.95,717.5,94.97,94.97,,최종
부경대학교,2025,위성정보융합공학전공,위성정보융합공학전공,8,6,5,120.4,596.0,93.91,93.91,,최종
부경대학교,2025,해양공학과,해양공학과,6,1,0,0.0,0.0,0.0,0.0,,최종
부경대학교,2025,에너지자원공학과,에너지자원공학과,4,4,4,133.59,661.25,96.1,96.1,,최종
부경대학교,2025,통계·데이터사이언스전공,통계·데이터사이언스전공,3,7,3,153.87,761.67,95.67,95.67,,최종
부경대학교,2025,언론정보전공,언론정보전공,4,20,4,166.67,825.0,97.05,97.05,,최종
부경대학교,2025,휴먼ICT융합전공,휴먼ICT융합전공,2,4,1,0.0,0.0,0.0,0.0,,최종
부경대학교,2025,의공학전공,의공학전공,4,6,2,111.62,552.5,89.81,89.81,,최종
부경대학교,2025,휴먼바이오융합전공,휴먼바이오융합전공,1,0,0,0.0,0.0,0.0,0.0,,최종
부경대학교,2025,전자공학전공,전자공학전공,13,35,13,155.63,770.38,96.9,96.9,,최종
부경대학교,2025,정보통신공학전공,정보통신공학전공,7,14,7,131.89,652.86,96.29,96.29,,최종
부경대학교,2025,컴퓨터공학전공,컴퓨터공학전공,10,61,10,173.84,860.5,97.37,97.37,,최종
부경대학교,2025,인공지능전공,인공지능전공,3,10,3,122.9,608.33,97.08,97.08,,최종
부산대학교,2025,국어국문학과,국어국문학과,3,20,3,,936.7,,92.5,,최종
부산대학교,2025,일어일문학과,일어일문학과,2,17,2,,875.0,,93.7,,최종
부산대학교,2025,영어영문학과,영어영문학과,4,41,4,,956.3,,96.8,,최종
부산대학교,2025,불어불문학과,불어불문학과,3,9,2,,872.5,,97.1,,최종
부산대학교,2025,한문학과,한문학과,5,15,5,,750.0,,93.9,,최종
부산대학교,2025,언어정보학과,언어정보학과,3,14,3,,836.7,,91.8,,최종
부산대학교,2025,사학과,사학과,2,11,2,,907.5,,95.1,,최종
부산대학교,2025,고고학과,고고학과,5,22,4,,792.5,,93.7,,최종
부산대학교,2025,사회복지학과,사회복지학과,4,28,4,,923.8,,95.3,,최종
부산대학교,2025,사회학과,사회학과,4,30,4,,878.8,,95.7,,최종
부산대학교,2025,심리학과,심리학과,6,25,4,,777.5,,95.5,,최종
부산대학교,2025,문헌정보학과,문헌정보학과,5,17,3,,905.0,,98.2,,최종
부산대학교,2025,미디어커뮤니케이션학과,미디어커뮤니케이션학과,3,31,3,,923.3,,96.9,,최종
부산대학교,2025,수학과,수학과,6,19,4,,820.0,,96.3,,최종
부산대학교,2025,통계학과,통계학과,6,28,2,,845.0,,93.0,,최종
부산대학교,2025,물리학과,물리학과,17,30,9,,755.0,,90.6,,최종
부산대학교,2025,화학과,화학과,15,41,10,,814.0,,91.7,,최종
부산대학교,2025,생명과학과,생명과학과,15,65,14,,890.7,,94.5,,최종
부산대학교,2025,미생물학과,미생물학과,9,28,8,,823.1,,91.5,,최종
부산대학교,2025,분자생물학과,분자생물학과,7,23,7,,862.1,,94.7,,최종
부산대학교,2025,지질환경과학과,지질환경과학과,14,29,7,,670.0,,88.6,,최종
부산대학교,2025,해양학과,해양학과,4,15,4,,767.5,,94.9,,최종
부산대학교,2025,대기환경과학과,대기환경과학과,4,15,4,,770.0,,93.5,,최종
부산대학교,2025,기계공학부,기계공학부,30,144,11,,884.1,,94.5,,최종
부산대학교,2025,고분자공학과,고분자공학과,6,14,4,,713.8,,94.0,,최종
부산대학교,2025,유기소재시스템공학과,유기소재시스템공학과,13,36,9,,790.6,,95.4,,최종
부산대학교,2025,화공생명환경공학부(환경공학전공),화공생명환경공학부(환경공학전공),3,22,3,,863.3,,92.1,,최종
부산대학교,2025,전기전자공학부(전자공학전공),전기전자공학부(전자공학전공),13,57,3,,838.3,,95.4,,최종
부산대학교,2025,전기전자공학부(전기공학전공),전기전자공학부(전기공학전공),11,93,11,,913.6,,96.1,,최종
부산대학교,2025,건축공학과,건축공학과,2,21,2,,950.0,,90.6,,최종
부산대학교,2025,건축학과,건축학과,6,46,6,,881.7,,95.5,,최종
부산대학교,2025,도시공학과,도시공학과,2,15,2,,855.0,,96.4,,최종
부산대학교,2025,사회기반시스템공학과,사회기반시스템공학과,7,37,4,,817.5,,94.7,,최종
부산대학교,2025,항공우주공학과,항공우주공학과,3,21,3,,913.3,,93.8,,최종
부산대학교,2025,산업공학과,산업공학과,5,32,5,,855.0,,94.8,,최종
부산대학교,2025,조선·해양공학과,조선해양공학과,10,18,5,,597.0,,90.0,,최종
부산대학교,2025,교육학과,교육학과,4,23,4,,863.8,,94.6,,최종
부산대학교,2025,경영학과,경영학과,7,91,7,,913.6,,97.7,,최종
부산대학교,2025,경제학부,경제학부,11,57,11,,913.2,,95.8,,최종
부산대학교,2025,국제학부,국제학부,3,15,3,,950.0,,95.4,,최종
부산대학교,2025,공공정책학부,공공정책학부,3,18,2,,937.5,,96.4,,최종
부산대학교,2025,간호학과,간호학과,3,53,2,,967.5,,96.3,,최종
부산대학교,2025,아동가족학과,아동가족학과,5,20,5,,761.0,,96.1,,최종
부산대학교,2025,의류학과,의류학과,6,42,6,,867.5,,95.5,,최종
부산대학교,2025,식품영양학과,식품영양학과,6,28,6,,846.7,,96.9,,최종
부산대학교,2025,광메카트로닉스공학과,광메카트로닉스공학과,6,11,6,,621.7,,92.9,,최종
부산대학교,2025,원예생명과학과,원예생명과학과,4,8,3,,611.7,,93.0,,최종
부산대학교,2025,동물생명과학과,동물생명과학과,4,9,2,,512.5,,84.7,,최종
부산대학교,2025,식품공학과,식품공학과,5,16,3,,770.0,,88.5,,최종
부산대학교,2025,바이오소재과학과,바이오소재과학과,5,5,2,,655.0,,91.7,,최종
부산대학교,2025,바이오환경에너지학과,바이오환경에너지학과,6,7,5,,473.8,,85.9,,최종
부산대학교,2025,조경학과,조경학과,5,13,2,,862.5,,89.9,,최종
부산대학교,2025,정보컴퓨터공학부(컴퓨터공학전공),정보컴퓨터공학부(컴퓨터공학전공),10,99,7,,940.0,,96.0,,최종
부산대학교,2025,정보컴퓨터공학부(인공지능전공),정보컴퓨터공학부(인공지능전공),8,47,8,,900.6,,94.3,,최종
부산대학교,2025,의생명융합공학부(의생명공학전공),의생명융합공학부(의생명공학전공),11,18,9,,682.2,,90.9,,최종
부산대학교,2025,의생명융합공학부(데이터사이언스전공),의생명융합공학부(데이터사이언스전공),10,17,8,,813.1,,93.8,,최종
인천대학교,2025,국어국문학과,국어국문학과,5,33,,,734.0,,,,최종
인천대학교,2025,영어영문학과,영어영문학과,4,38,,,921.3,,,,최종
인천대학교,2025,독어독문학과,독어독문학과,3,10,,,856.7,,,,최종
인천대학교,2025,불어불문학과,불어불문학과,5,22,,,900.0,,,,최종
인천대학교,2025,일본지역문화학과,일본지역문화학과,5,35,,,880.0,,,,최종
인천대학교,2025,중어중국학과,중어중국학과,6,40,,,860.0,,,,최종
인천대학교,2025,패션산업학과,패션산업학과,1,8,,,910.0,,,,최종
인천대학교,2025,사회복지학과,사회복지학과,4,17,,,845.0,,,,최종
인천대학교,2025,문헌정보학과,문헌정보학과,2,13,,,895.0,,,,최종
인천대학교,2025,창의인재개발학과,창의인재개발학과,4,19,,,847.5,,,,최종
인천대학교,2025,행정학과,행정학과,6,27,,,815.0,,,,최종
인천대학교,2025,정치외교학과,정치외교학과,7,45,,,854.3,,,,최종
인천대학교,2025,경제학과,경제학과,8,36,,,866.9,,,,최종
인천대학교,2025,무역학부,무역학부,12,50,,,897.1,,,,최종
인천대학교,2025,소비자학과,소비자학과,6,43,,,868.3,,,,최종
인천대학교,2025,경영학부,경영학부,21,151,,,891.4,,,,최종
인천대학교,2025,세무회계학과,세무회계학과,2,17,,,882.5,,,,최종
인천대학교,2025,도시행정학과,도시행정학과,4,47,,,790.0,,,,최종
인천대학교,2025,법학부,법학부,10,41,,,867.8,,,,최종
인천대학교,2025,수학과,수학과,9,17,,,673.3,,,,최종
인천대학교,2025,물리학과,물리학과,7,18,,,708.6,,,,최종
인천대학교,2025,화학과,화학과,3,24,,,853.3,,,,최종
인천대학교,2025,해양학과,해양학과,4,12,,,761.3,,,,최종
인천대학교,2025,기계공학과,기계공학과,11,75,,,820.0,,,,최종
인천대학교,2025,전기공학과,전기공학과,9,37,,,826.1,,,,최종
인천대학교,2025,전자공학과,전자공학과,14,75,,,832.9,,,,최종
인천대학교,2025,산업경영공학과,산업경영공학과,3,18,,,786.7,,,,최종
인천대학교,2025,신소재공학과,신소재공학과,3,36,,,820.0,,,,최종
인천대학교,2025,에너지화학공학과,에너지화학공학과,3,16,,,630.0,,,,최종
인천대학교,2025,메카트로닉스공학과,메카트로닉스공학과,4,18,,,885.0,,,,최종
인천대학교,2025,컴퓨터공학부,컴퓨터공학부,10,109,,,886.0,,,,최종
인천대학교,2025,정보통신공학과,정보통신공학과,10,59,,,837.0,,,,최종
인천대학교,2025,임베디드시스템공학과,임베디드시스템공학과,2,10,,,852.5,,,,최종
인천대학교,2025,건설환경공학전공,건설환경공학전공,9,30,,,787.8,,,,최종
인천대학교,2025,환경공학전공,환경공학전공,3,17,,,800.0,,,,최종
인천대학교,2025,도시공학과,도시공학과,2,16,,,880.0,,,,최종
인천대학교,2025,건축공학전공,건축공학전공,5,24,,,812.0,,,,최종
인천대학교,2025,도시건축학전공,도시건축학전공,7,20,,,807.9,,,,최종
인천대학교,2025,생명과학전공,생명과학전공,1,5,,,925.0,,,,최종
인천대학교,2025,분자의생명전공,분자의생명전공,1,10,,,835.0,,,,최종
인천대학교,2025,생명공학전공,생명공학전공,4,34,,,828.8,,,,최종
인천대학교,2025,나노바이오공학전공,나노바이오전공,4,20,,,798.8,,,,최종
인천대학교,2025,일어교육과,일어교육과,3,5,,,685.0,,,,최종
인천대학교,2025,윤리교육과,윤리교육과,2,12,,,855.0,,,,최종
전남대학교,2025,간호학과,간호학과,12,111,8,,951.88,,97.46,,확인불가
전남대학교,2025,경영학부,경영학부,20,100,20,,868.25,,93.83,,확인불가
전남대학교,2025,경제학부,경제학부,12,53,12,,872.5,,92.96,,확인불가
전남대학교,2025,건축학부,건축학부,3,13,3,,803.33,,94.48,,확인불가
전남대학교,2025,건축·도시설계전공,건축·도시설계전공,5,26,3,,878.33,,93.65,,확인불가
전남대학교,2025,건축학부,건축공학전공,3,17,2,,807.5,,98.43,,확인불가
전남대학교,2025,토목공학과,토목공학과,4,34,4,,811.25,,94.5,,확인불가
전남대학교,2025,환경에너지공학과,환경에너지공학과,5,12,3,,661.67,,94.05,,확인불가
전남대학교,2025,에너지자원공학과,에너지자원공학과,9,15,4,,800.0,,89.87,,확인불가
전남대학교,2025,기계공학부,기계공학부,12,60,12,,840.42,,93.39,,확인불가
전남대학교,2025,신소재공학부,신소재공학부,8,38,8,,783.75,,95.61,,확인불가
전남대학교,2025,전자공학과,전자공학과,14,48,9,,847.22,,94.02,,확인불가
전남대학교,2025,컴퓨터정보통신공학과,컴퓨터정보통신공학과,10,56,2,,905.0,,91.45,,확인불가
전남대학교,2025,소프트웨어공학과,소프트웨어공학과,2,13,2,,927.5,,93.65,,확인불가
전남대학교,2025,화학공정전공,화학공정전공,8,22,8,,797.5,,92.16,,확인불가
전남대학교,2025,화공안전전공,화공안전전공,3,10,1,,,,,,확인불가
전남대학교,2025,화공소재전공,화공소재전공,12,21,5,,790.0,,90.79,,확인불가
전남대학교,2025,고분자공학전공,고분자공학전공,6,12,2,,682.5,,88.4,,확인불가
전남대학교,2025,융합섬유공학전공,융합섬유공학전공,5,10,1,,,,,,확인불가
전남대학교,2025,산업공학과,산업공학과,4,12,4,,863.75,,93.18,,확인불가
전남대학교,2025,전기공학과,전기공학과,12,38,7,,839.29,,93.29,,확인불가
전남대학교,2025,생물공학과,생물공학과,8,15,8,,819.38,,87.97,,확인불가
전남대학교,2025,응용식물학과,응용식물학과,2,6,2,,822.5,,89.35,,확인불가
전남대학교,2025,원예생명공학과,원예생명공학과,3,13,3,,811.67,,92.7,,확인불가
전남대학교,2025,응용생물학과,응용생물학과,4,8,3,,480.0,,91.39,,확인불가
전남대학교,2025,산림자원학과,산림자원학과,1,3,1,,,,,,확인불가
전남대학교,2025,임산공학과,임산공학과,8,16,8,,668.75,,90.21,,확인불가
전남대학교,2025,조경학과,조경학과,1,4,1,,,,,,확인불가
전남대학교,2025,농생명화학과,농생명화학과,5,7,4,,705.0,,93.58,,확인불가
전남대학교,2025,식품공학과,식품공학과,2,10,2,,680.0,,92.8,,확인불가
전남대학교,2025,분자생명공학과,분자생명공학과,6,9,3,,791.67,,94.17,,확인불가
전남대학교,2025,동물자원과학전공,동물자원과학전공,4,13,4,,755.0,,92.56,,확인불가
전남대학교,2025,동물생명과학전공,동물생명과학전공,5,6,5,,658.0,,87.52,,확인불가
전남대학교,2025,지역·바이오시스템공학과,지역·바이오시스템공학과,7,16,7,,662.86,,88.89,,확인불가
전남대학교,2025,바이오에너지공학과,바이오에너지공학과,6,17,6,,697.5,,90.54,,확인불가
전남대학교,2025,융합바이오시스템기계공학과,융합바이오시스템기계공학과,1,2,1,,,,,,확인불가
전남대학교,2025,국어교육과,국어교육과,3,11,3,,818.33,,99.43,,확인불가
전남대학교,2025,영어교육과,영어교육과,2,14,2,,932.5,,94.05,,확인불가
전남대학교,2025,교육학과,교육학과,6,17,5,,817.0,,94.31,,확인불가
전남대학교,2025,유아교육과,유아교육과,2,7,2,,575.0,,89.75,,확인불가
전남대학교,2025,지리교육과,지리교육과,2,8,,,,,,,확인불가
전남대학교,2025,역사교육과,역사교육과,4,16,3,,606.67,,93.85,,확인불가
전남대학교,2025,윤리교육과,윤리교육과,3,9,2,,820.0,,91.35,,확인불가
전남대학교,2025,수학교육과,수학교육과,8,16,2,,750.0,,93.02,,확인불가
전남대학교,2025,물리교육과,물리교육과,5,6,2,,645.0,,89.0,,확인불가
전남대학교,2025,화학교육과,화학교육과,5,6,1,,,,,,확인불가
전남대학교,2025,생물교육과,생물교육과,3,16,3,,935.0,,92.48,,확인불가
전남대학교,2025,지구과학교육과,지구과학교육과,2,4,1,,,,,,확인불가
전남대학교,2025,가정교육과,가정교육과,3,11,2,,735.0,,92.18,,확인불가
전남대학교,2025,유아특수교육전공,유아특수교육전공,3,7,3,,550.0,,91.63,,확인불가
전남대학교,2025,초등특수교육전공,초등특수교육전공,1,4,1,,,,,,확인불가
전남대학교,2025,중등특수교육전공,중등특수교육전공,1,5,1,,,,,,확인불가
전남대학교,2025,정치외교학과,정치외교학과,4,15,4,,852.5,,89.23,,확인불가
전남대학교,2025,사회학과,사회학과,4,22,4,,858.75,,94.36,,확인불가
전남대학교,2025,심리학과,심리학과,2,15,1,,,,,,확인불가
전남대학교,2025,문헌정보학과,문헌정보학과,2,9,2,,797.5,,95.09,,확인불가
전남대학교,2025,신문방송학과,신문방송학과,4,16,3,,850.0,,93.6,,확인불가
전남대학교,2025,지리학과,지리학과,3,11,3,,741.67,,89.26,,확인불가
전남대학교,2025,문화인류고고학과,문화인류고고학과,2,7,2,,572.5,,83.23,,확인불가
전남대학교,2025,행정학과,행정학과,11,34,10,,817.0,,93.23,,확인불가
전남대학교,2025,생활복지학과,생활복지학과,3,16,3,,796.67,,92.28,,확인불가
전남대학교,2025,식품영양과학부,식품영양과학부,8,28,8,,765.63,,91.79,,확인불가
전남대학교,2025,영양학전공,영양학전공,1,3,1,,,,,,확인불가
전남대학교,2025,의류학과,의류학과,7,22,7,,723.57,,88.89,,확인불가
전남대학교,2025,국어국문학과,국어국문학과,10,26,10,,679.5,,92.89,,확인불가
전남대학교,2025,영어영문학과,영어영문학과,4,24,4,,921.25,,96.0,,확인불가
전남대학교,2025,독일언어문학과,독일언어문학과,5,10,4,,753.33,,93.63,,확인불가
전남대학교,2025,불어불문학과,불어불문학과,10,20,8,,630.0,,88.43,,확인불가
전남대학교,2025,중어중문학과,중어중문학과,4,18,4,,810.0,,94.63,,확인불가
전남대학교,2025,일어일문학과,일어일문학과,2,16,2,,822.5,,92.45,,확인불가
전남대학교,2025,사학과,사학과,6,17,6,,590.0,,89.5,,확인불가
전남대학교,2025,철학과,철학과,6,18,6,,790.83,,91.35,,확인불가
전남대학교,2025,수학과,수학과,13,7,3,,466.67,,88.91,,확인불가
전남대학교,2025,통계학과,통계학과,2,8,1,,,,,,확인불가
전남대학교,2025,물리학과,물리학과,7,11,5,,523.0,,87.48,,확인불가
전남대학교,2025,지질환경전공,지질환경전공,5,6,1,,,,,,확인불가
전남대학교,2025,해양환경전공,해양환경전공,5,8,1,,,,,,확인불가
전남대학교,2025,생물학과,생물학과,3,8,3,,808.33,,86.73,,확인불가
전남대학교,2025,화학과,화학과,9,20,5,,780.0,,95.03,,확인불가
전남대학교,2025,생명과학기술학부,생명과학기술학부,9,27,9,,672.78,,91.86,,확인불가
전남대학교,2025,시스템생명공학전공,시스템생명공학전공,3,7,2,,655.0,,90.09,,확인불가
전남대학교,2025,인공지능학부,인공지능학부,14,46,7,,861.43,,93.78,,확인불가
전남대학교,2025,지능형모빌리티융합학과,지능형모빌리티융합학과,3,8,1,,,,,,확인불가
전남대학교,2025,빅데이터융합학과,빅데이터융합학과,3,26,3,,813.33,,94.01,,확인불가
전남대학교,2025,자율전공학부(4년),자율전공학부(4년),6,16,6,,775.83,,93.13,,확인불가
전북대학교,2025,경영학과,경영학과,20,70,19,,738.16,,91.93,,최종
전북대학교,2025,경제학부,경제학부,8,33,8,,678.75,,92.99,,최종
전북대학교,2025,무역학과,무역학과,14,37,14,,767.14,,92.15,,최종
전북대학교,2025,회계학과,회계학과,6,28,6,,820.83,,95.46,,최종
전북대학교,2025,건축공학과,건축공학과,7,28,6,,725.83,,90.63,,최종
전북대학교,2025,고분자.나노공학과,고분자.나노공학과,3,11,3,,676.67,,92.67,,최종
전북대학교,2025,기계공학과,기계공학과,7,32,4,,805.0,,92.84,,최종
전북대학교,2025,기계설계공학,기계설계공학,7,18,7,,760.71,,94.12,,최종
전북대학교,2025,나노바이오기계시스템공학,나노바이오기계시스템공학,4,7,3,,603.33,,86.32,,최종
전북대학교,2025,응용기계공학,응용기계공학,1,3,0,,,,,,최종
전북대학교,2025,정밀기계공학,정밀기계공학,1,3,1,,,,,,최종
전북대학교,2025,도시공학과,도시공학과,3,10,2,,762.5,,87.15,,최종
전북대학교,2025,바이오메디컬공학부,바이오메디컬공학부,10,15,5,,605.0,,90.55,,최종
전북대학교,2025,산업정보시스템공학과,산업정보시스템공학과,7,16,5,,711.0,,93.13,,최종
전북대학교,2025,소프트웨어공학과,소프트웨어공학과,1,8,1,,,,,,최종
전북대학교,2025,금속시스템공학,금속시스템공학,7,18,5,,669.0,,91.47,,최종
전북대학교,2025,전자재료공학,전자재료공학,5,25,5,,742.0,,95.56,,최종
전북대학교,2025,정보소재공학,정보소재공학,1,3,0,,,,,,최종
전북대학교,2025,양자시스템공학과,양자시스템공학과,2,3,1,,,,,,최종
전북대학교,2025,유기소재섬유공학과,유기소재섬유공학과,4,9,4,,715.0,,86.93,,최종
전북대학교,2025,IT융합기전공학,IT융합기전공학,3,6,3,,576.67,,94.47,,최종
전북대학교,2025,IT응용시스템공학,IT응용시스템공학,4,10,4,,636.25,,93.91,,최종
전북대학교,2025,전기공학과,전기공학과,4,29,4,,817.5,,93.38,,최종
전북대학교,2025,전자공학부,전자공학부,29,86,24,,689.79,,91.7,,최종
전북대학교,2025,컴퓨터인공지능학부,컴퓨터인공지능학부,14,66,9,,776.67,,91.83,,최종
전북대학교,2025,자원.에너지공학,자원.에너지공학,7,12,5,,460.0,,83.16,,최종
전북대학교,2025,토목공학,토목공학,8,47,8,,806.25,,92.86,,최종
전북대학교,2025,환경공학,환경공학,3,11,2,,625.0,,92.5,,최종
전북대학교,2025,항공우주공학과,항공우주공학과,3,9,3,,758.33,,93.65,,최종
전북대학교,2025,화학공학부,화학공학부,15,40,10,,661.5,,90.69,,최종
전북대학교,2025,공공인재학부,공공인재학부,5,19,5,,838.0,,93.87,,최종
전북대학교,2025,국제이공학부,국제이공학부,1,2,1,,,,,,최종
전북대학교,2025,농업경제학,농업경제학,2,13,2,,682.5,,90.42,,최종
전북대학교,2025,식품유통학,식품유통학,2,7,2,,770.0,,84.32,,최종
전북대학교,2025,농생물학과,농생물학과,3,5,1,,,,,,최종
전북대학교,2025,동물생명공학과,동물생명공학과,2,6,2,,617.5,,93.54,,최종
전북대학교,2025,동물자원과학과,동물자원과학과,4,16,3,,355.0,,89.84,,최종
전북대학교,2025,목재응용과학과,목재응용과학과,2,5,2,,647.5,,93.55,,최종
전북대학교,2025,산림환경과학과,산림환경과학과,3,7,3,,556.67,,92.59,,최종
전북대학교,2025,생명자원융합학과,생명자원융합학과,2,3,2,,557.5,,89.62,,최종
전북대학교,2025,생물산업기계공학과,생물산업기계공학과,6,12,5,,530.0,,88.33,,최종
전북대학교,2025,생물환경화학과,생물환경화학과,3,7,3,,528.33,,87.83,,최종
전북대학교,2025,식품공학과,식품공학과,7,17,3,,578.33,,94.03,,최종
전북대학교,2025,원예학과,원예학과,2,13,2,,640.0,,97.2,,최종
전북대학교,2025,작물생명과학과,작물생명과학과,7,12,6,,544.17,,90.18,,최종
전북대학교,2025,지역건설공학과,지역건설공학과,4,13,2,,377.5,,91.27,,최종
전북대학교,2025,물리교육,물리교육,2,3,0,,,,,,최종
전북대학교,2025,화학교육,화학교육,1,3,1,,,,,,최종
전북대학교,2025,교육학과,교육학과,1,5,1,,,,,,최종
전북대학교,2025,독어교육과,독어교육과,1,2,0,,,,,,최종
전북대학교,2025,수학교육과,수학교육과,1,4,0,,,,,,최종
전북대학교,2025,영어교육과,영어교육과,1,8,1,,,,,,최종
전북대학교,2025,미디어커뮤니케이션학과,미디어커뮤니케이션학과,3,23,3,,751.67,,93.51,,최종
전북대학교,2025,사회복지학과,사회복지학과,3,21,3,,730.0,,96.41,,최종
전북대학교,2025,사회학과,사회학과,3,19,3,,740.0,,91.48,,최종
전북대학교,2025,심리학과,심리학과,2,12,2,,597.5,,91.35,,최종
전북대학교,2025,정치외교학과,정치외교학과,5,20,5,,708.0,,92.72,,최종
전북대학교,2025,행정학과,행정학과,9,31,9,,666.11,,87.53,,최종
전북대학교,2025,식품영양학과,식품영양학과,6,25,6,,714.17,,88.89,,최종
전북대학교,2025,의류학과,의류학과,6,23,5,,603.0,,89.15,,최종
전북대학교,2025,주거환경학과,주거환경학과,1,13,1,,,,,,최종
전북대학교,2025,산업디자인학과,산업디자인학과,2,12,2,,,,94.44,,최종
전북대학교,2025,고고문화인류학과,고고문화인류학과,5,13,5,,559.0,,93.33,,최종
전북대학교,2025,국어국문학과,국어국문학과,2,8,2,,785.0,,93.1,,최종
전북대학교,2025,독일학과,독일학과,8,19,5,,545.0,,87.94,,최종
전북대학교,2025,문헌정보학과,문헌정보학과,3,10,3,,698.33,,94.59,,최종
전북대학교,2025,사학과,사학과,11,27,11,,504.55,,88.89,,최종
전북대학교,2025,영어영문학과,영어영문학과,9,19,8,,775.63,,91.64,,최종
전북대학교,2025,일본학과,일본학과,2,15,2,,717.5,,92.81,,최종
